result_set_id,selection_sha256,workbook_sha256,generator_version,observation_type,observation_ref,action_ref,clip_id,source_action_slot,review_label,relative_start_seconds,relative_end_seconds,start_seconds,end_seconds,team_side,visibility,evidence_basis,training_decision,outcome,result_type,status,related_action_refs_json,note
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-024/action-007,round-01-clip-024/action-007,round-01-clip-024,7,dig,16,17,2383.6,2384.6,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-024/action-008,round-01-clip-024/action-008,round-01-clip-024,8,set,18,19,2385.6,2386.6,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-024/action-009,round-01-clip-024/action-009,round-01-clip-024,9,attack,19,20,2386.6,2387.6,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-027/action-001,round-01-clip-027/action-001,round-01-clip-027,1,receive,9,10,3929.2,3930.2,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-028/action-001,round-01-clip-028/action-001,round-01-clip-028,1,dig,0,1,3961.6,3962.6,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-028/action-002,round-01-clip-028/action-002,round-01-clip-028,2,set,1,2,3962.6,3963.6,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-028/action-003,round-01-clip-028/action-003,round-01-clip-028,3,attack,2,3,3963.6,3964.6,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-030/action-001,round-01-clip-030/action-001,round-01-clip-030,1,serve,10,11,4210,4211,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-031/action-001,round-01-clip-031/action-001,round-01-clip-031,1,serve,12,13,4374.2,4375.2,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-034/action-001,round-01-clip-034/action-001,round-01-clip-034,1,serve,2,3,4443,4444,near,direct_clear,direct_video,eligible,,,,[],根据裁判手势判断得分了
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-037/action-001,round-01-clip-037/action-001,round-01-clip-037,1,receive,11,12,5366,5367,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-037/action-002,round-01-clip-037/action-002,round-01-clip-037,2,set,12,13,5367,5368,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-040/action-001,round-01-clip-040/action-001,round-01-clip-040,1,receive,8,9,6494,6495,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-040/action-002,round-01-clip-040/action-002,round-01-clip-040,2,set,9,10,6495,6496,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-040/action-003,round-01-clip-040/action-003,round-01-clip-040,3,attack,11,12,6497,6498,near,direct_clear,direct_video,eligible,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-001/action-001,round-01-clip-001/action-001,round-01-clip-001,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-002/action-001,round-01-clip-002/action-001,round-01-clip-002,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-003/action-001,round-01-clip-003/action-001,round-01-clip-003,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-004/action-001,round-01-clip-004/action-001,round-01-clip-004,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-005/action-001,round-01-clip-005/action-001,round-01-clip-005,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-008/action-001,round-01-clip-008/action-001,round-01-clip-008,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-012/action-001,round-01-clip-012/action-001,round-01-clip-012,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-013/action-001,round-01-clip-013/action-001,round-01-clip-013,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-014/action-001,round-01-clip-014/action-001,round-01-clip-014,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],对方发球失误，不算任何动作。球飞出屏幕无法判断动作，则看裁判手势进行预测？
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-020/action-001,round-01-clip-020/action-001,round-01-clip-020,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-025/action-001,round-01-clip-025/action-001,round-01-clip-025,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-026/action-001,round-01-clip-026/action-001,round-01-clip-026,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],这场比赛采用每局都换边的记录方式，所以没有near far之分，都是near
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-029/action-001,round-01-clip-029/action-001,round-01-clip-029,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-032/action-001,round-01-clip-032/action-001,round-01-clip-032,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-033/action-001,round-01-clip-033/action-001,round-01-clip-033,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-035/action-001,round-01-clip-035/action-001,round-01-clip-035,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],镜头被完全遮挡，虽然人工能够推断动作，但是还是直接不算进数据了。要计入镜头遮挡画面次数，并且与数据同步输出
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-036/action-001,round-01-clip-036/action-001,round-01-clip-036,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-038/action-001,round-01-clip-038/action-001,round-01-clip-038,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,action,round-01-clip-039/action-001,round-01-clip-039/action-001,round-01-clip-039,1,background,,,,,near,direct_clear,direct_video,excluded,,,,[],
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,outcome,YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad/outcome-001,,,,,,,,,,,direct_video,,point_lost,,observed_or_inferred,"[""round-01-clip-007/action-002""]",原备注确认随后失分，但未补写不存在的 dig 动作。
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,outcome,YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad/outcome-002,,,,,,,,,,,referee_signal,,point_won,opponent_serve_error,observed_or_inferred,"[""round-01-clip-014/action-001""]",原备注记录对方发球失误；只保存裁判手势支持的得分结果，不补我方动作。
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,outcome,YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad/outcome-003,,,,,,,,,,,direct_video,,point_lost,free_ball_error,observed_or_inferred,"[""round-01-clip-018/supplemental-001""]",原备注说明 8-9 秒自由球未过网并直接失分。
YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad,c7c9d4c21ae8fb041eece192b9c4f2c66648c863fdf79c278f08ca11e6cfe06c,3b3baa474bf5d20e24a2e979b389e5d1b6df755b3c8516c993d8cc719b53535b,spike-trace/0.1.0,outcome,YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p-round-01/result-ff966d20b55884ad/outcome-004,,,,,,,,,,,referee_signal,,point_won,service_winner,observed_or_inferred,"[""round-01-clip-034/action-001""]",发球动作直接可见；原备注仅依据裁判手势确认得分。
